0.009414486,277.4958873445018,24.178178587280524,1293.9789484832309,-398.67987,109.07444,35.921215,98.6842105263158
0.07134298,299.79167561489555,7.54869278740194,1519.7005203416145,-214.19753,101.06023,-0.82462835,93.75
0.021430982,197.4884894116971,13.545185425576292,1191.2242839360065,-353.06427,123.5483,36.7609,93.75
0.016142258,172.68020419193877,21.342340515656208,1604.3117286074694,-333.15457,100.415955,33.846905,156.25
0.04263078,291.4510043142648,77.251244178127,1392.4055483425436,-264.867,109.90787,0.8198937,170.45454545454547
0.011584239,143.89373591120594,10.928574113502284,1248.9814069192198,-398.4421,112.83198,45.61103,85.22727272727273
0.05360125,506.4148438887908,151.36785749463084,1786.4647670952231,-270.8563,74.14777,16.406694,156.25
0.0064717866,80.37394089770837,3.477137834131866,1888.069813904918,-414.50504,85.5557,39.713676,117.1875
0.00999246,219.93854638871449,74.85372116212207,1340.6550157309014,-398.3948,110.60811,48.26556,98.6842105263158
0.01056897,182.03849211847407,16.31675097934649,1208.760210532747,-403.93744,113.6066,46.418827,125.0
0.009141925,99.651754018007,19.888938826000683,1292.6919113504107,-422.73016,117.21754,49.969486,93.75
0.031303998,548.9528991856326,145.6221181930345,1364.001226465926,-337.67426,102.95355,24.03044,125.0
0.028467167,487.3424569391985,39.78690717333023,1450.2431570192869,-361.96332,89.781456,40.035835,187.5
0.01949485,202.9123264645405,40.46452984484955,1242.0539434259138,-358.92728,111.67039,34.88551,125.0
0.023924848,332.11908906785493,48.093088317570015,1213.3708574748448,-358.87308,109.50021,25.954367,187.5
0.16096842,424.8457818929875,74.48869897179829,1668.73967760007,-177.9441,74.74286,3.8906062,98.6842105263158
0.0145676285,199.47897972720295,20.14616308985412,1131.3432845968262,-397.42847,110.426,47.872166,144.23076923076923
0.014627582,229.5149447492234,45.875746666415225,1174.3643781787753,-378.19553,118.41552,42.9402,117.1875
0.019533984,341.1486637347563,201.20668256336012,1780.1001451394625,-370.8739,83.028786,26.088474,133.92857142857142
0.020073153,296.8796371152858,61.61527566932829,2027.858834859796,-336.66666,75.44838,39.938637,144.23076923076923
